corrected_gold,fever_id,claim,original_gold,explanation
False,1076,James Jones missed the finals once.,True,"Only once: would be false. He has not made it to finals more than once. At least once: would be true. But phrasing implies 'only once'."
False,1746,Sheryl Lee has yet to work with Woody Allen.,False,"In 2016, she appeared in Café Society"
Amb,2447,Colin Kaepernick is a football player.,True,"Was but no longer active."
False,4091,Zac Efron's full name is Zac David Alexander Efron.,False,"Full name is Zachary David Alexander Efron"
False,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,False,"Kareem Abdul-Jabbar is ranked 3rd all-time in blocks with 3,189 blocks"

9504,Pink covered the song Rhythm Nation.,True,True,False,False,"Rhythm_Nation#23: It has been covered by Pink , Crystal Kay , and Girls ' Generation and has also been performed on Glee , The X-Factor , and Britain 's Got Talent . Pink Pink (singer) Crystal Kay Crystal Kay Glee Glee (TV series) The X-Factor The X-Factor","Pink covered the song ""Rhythm Nation"" for the film Happy Feet Two, as part of a medley including Queen and David Bowie's ""Under Pressure"". Sources: Rhythm Nation (https://en.wikipedia.org/wiki/Rhythm_Nation); P!Nk & Happy Feet Two Chorus - Under Pressure / Rhythm ... (https://www.youtube.com/watch?v=X572MHIiYwQ)","FALSE. There is no record of Pink covering the song ""Rhythm Nation"" by Janet Jackson. While Pink has performed and covered various songs throughout her career, ""Rhythm Nation"" is not one of them.","FALSE. P!nk took part in the 2001 MTV Icon: Janet Jackson tribute, where she performed Miss You Much (with Usher and Mýa), not Rhythm Nation. I can’t find any credible record of P!nk covering Rhythm Nation. Uncertainty: only if counting informal/unrecorded snippets, but no notable cover."
10379,The horse was not called a Eohippus when it had multiple toes.,False,False,True,False,"Horse#2: The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Eohippus , into the large , single-toed animal of today . evolved evolution of the horse Eohippus Eohippus","The horse ancestor Eohippus was called Eohippus despite having multiple toes; it had four toes on the front feet and three on the back feet, and the name refers to this early horse ancestor, not to a single-toed form. Sources: Equine Evolution (https://returntofreedom.org/wild-horse-nation/evolution/); Eohippus Facts for Kids (https://kids.kiddle.co/Eohippus)","TRUE. The early ancestor of the modern horse, known for having multiple toes, was originally named ""Eohippus"" by paleontologist Othniel C. Marsh. However, it was later determined to be the same as a previously named genus, ""Hyracotherium,"" by Richard Owen. Therefore, while it was commonly referred to as Eohippus, its correct scientific name is Hyracotherium.","FALSE. Eohippus is the common name for the early, multi-toed horse ancestor (often treated as synonymous with Hyracotherium). It had four toes on the forelimbs and three on the hind limbs. Note: there has been taxonomic debate over Eohippus vs. Hyracotherium, but the multi-toed early horse is widely referred to as Eohippus."
12319,Adam Lambert's album premiered at number one on the U.S. Billboard 200.,True,False,True,True,"Adam_Lambert#10: The album premiered at number one on the U.S. Billboard 200 , making him the first openly gay artist to top the album charts .","Adam Lambert's debut album 'For Your Entertainment' peaked at number three on the U.S. Billboard 200, not number one; his second album 'Trespassing' debuted at number one on the Billboard 200 chart. Sources: For Your Entertainment (album) (https://en.wikipedia.org/wiki/For_Your_Entertainment_(album)); Adam Lambert First Out LGBT Artist With #1 Album Debut | (https://onthemeaningofadamlambert.wordpress.com/2012/05/23/adam-lambert-first-out-lgbt-artist-with-1-album-debut/)","TRUE. Adam Lambert's album ""Trespassing"" premiered at number one on the U.S. Billboard 200 chart in 2012.","TRUE. Adam Lambert’s second studio album, Trespassing (2012), debuted at number one on the U.S. Billboard 200. Note: his debut album For Your Entertainment debuted at No. 3."
15489,See You on the Other Side is a book.,False,True,True,False,"See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#0: See You on the Other Side is the seventh studio album by Korn . Korn Korn studio album studio album See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#2: It is their first album without long-time guitarist Brian `` Head '' Welch and the last album with original drummer David Silveria . David Silveria David Silveria See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#3: The album was first certified gold in the United States on January 12 , 2006 ; a subsequent platinum record certification was awarded on March 16 , 2006 . gold gold record platinum record platinum record See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#4: The album is best known for the involvement of renowned production team ` The Matrix ' , best known for coproduction on works by Avril Lavigne , Britney Spears , and Shakira , who managed to give Korn 's music a different sound . Korn Korn The Matrix The Matrix (production team) Avril Lavigne Avril Lavigne Britney Spears Britney Spears Shakira Shakira See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#6: The album features layout design and an original painting by the American surrealist / gothic painter David Stoupakis as a cover , eleven more paintings by the artist appear for the additional artwork and the deluxe special edition . David Stoupakis David Stoupakis","See You On The Other Side is confirmed as a children's book by Rachel Montez Minor, addressing themes of loss and grief with rhyming text and illustrations. Sources: Rachel Montez Minor's New Children's Book About Loss ... - Essence (https://www.essence.com/entertainment/books/rachel-montez-minor-book/); See You on the Other Side by Rachel Montez Minor | Goodreads (https://www.goodreads.com/book/show/75494986-see-you-on-the-other-side)","TRUE. ""See You on the Other Side"" is indeed a book. It is a memoir by author and musician Brian Keene, among other possible titles with the same name.","FALSE Explanation: “See You on the Other Side” is best known as the title of music releases (e.g., Korn’s 2005 album; Mercury Rev’s 1995 album; Ozzy Osbourne’s 1995 song), not as a notable book title. There may be minor or obscure books with that phrase, but the widely recognized referent is not a book. (Slight uncertainty only if considering obscure self-published works.)"
17054,A near-Earth object is not a large orbiting body.,False,True,True,True,Near-Earth_object#0: A near-Earth object -LRB- NEO -RRB- is any small Solar System body whose orbit brings it into proximity with Earth . small Solar System body small Solar System body Earth Earth,"Near-Earth objects (NEOs) are defined as small Solar System bodies orbiting the Sun with perihelion less than 1.3 AU, explicitly excluding larger bodies such as planets and natural satellites. Sources: Near-Earth object - Wikipedia (https://en.wikipedia.org/wiki/Near-Earth_object)","TRUE. A near-Earth object (NEO) is defined as an asteroid or comet whose orbit brings it close to Earth. While NEOs can vary in size, they are generally not considered large orbiting bodies like planets or moons. Instead, they are typically smaller objects, such as asteroids or comets, that come within a certain distance of Earth's orbit.","TRUE. A near-Earth object (NEO) is, by definition, a small Solar System body—typically an asteroid or comet—whose orbit brings it close to Earth’s orbit. It excludes large bodies like planets or moons. While some NEOs can be kilometers wide, they are still classified as small bodies in astronomical terms."
18030,Floyd Mayweather Jr. has made 30 career boxing knockouts in different special event professional boxing fights.,True,False,False,False,Floyd_Mayweather_Jr.#10: He finished his career with a record of 26 wins without a loss or draw in world title fights -LRB- 10 by KO -RRB- ; 23 wins -LRB- 9 KOs -RRB- in lineal title fights ; 24 wins -LRB- 7 KOs -RRB- against former or current world titlists ; 12 wins -LRB- 3 KOs -RRB- against former or current lineal champions ; and 2 wins -LRB- 1 KO -RRB- against International Boxing Hall of Fame inductees . KO knockout International Boxing Hall of Fame International Boxing Hall of Fame,"Floyd Mayweather Jr. has 27 career knockout wins in professional boxing, not 30, according to multiple sources including Champinon.info and Sportskeeda. Sources: Floyd Mayweather Jr (boxing) - Champinon.info (https://champinon.info/boxing/floyd-mayweather-jr/); How many KOs does Floyd Mayweather have? - Sportskeeda (https://www.sportskeeda.com/mma/how-many-knockouts-floyd-mayweather-boxing-career)","FALSE. Floyd Mayweather Jr. has a professional boxing record of 50 wins, 0 losses, with 27 of those wins coming by knockout. The claim of 30 knockouts in ""special event professional boxing fights"" is incorrect. His knockouts are part of his overall professional career, not specifically categorized as ""special event"" fights.",FALSE. Floyd Mayweather Jr.’s official professional record is 50–0 with 27 wins by KO/TKO. He does not have 30 professional knockouts. Exhibition bouts are not counted in his professional KO total.
20121,Rob Sheridan was born in 1980.,False,False,True,False,"Rob_Sheridan#0: Rob Sheridan -LRB- born October 11 , 1979 -RRB- is an American graphic designer , director , and photographer best known for his extensive work with the band Nine Inch Nails . graphic designer graphic designer photographer photographer American United States director Art director Nine Inch Nails Nine Inch Nails","Rob Sheridan was born on October 11, 1979, not in 1980, according to multiple sources including Famous Birthdays and Wikipedia. Sources: Rob Sheridan - Age, Family, Bio (https://www.famousbirthdays.com/people/rob-sheridan.html); Rob Sheridan (https://en.wikipedia.org/wiki/Rob_Sheridan)","TRUE. Rob Sheridan was indeed born in 1980. He is known for his work as a graphic designer, art director, and photographer, particularly with the band Nine Inch Nails.","FALSE. Most reliable sources (e.g., his biography profiles) list Rob Sheridan’s birthdate as October 11, 1979, not 1980."
20603,"Yemen does not have an area of 203,850 square miles.",True,False,True,False,"Yemen#1: Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .","Yemen's area is consistently reported as approximately 203,850 square miles (527,968 sq km) by multiple reliable sources. Sources: What are the Key Facts of Yemen? (https://www.mapsofworld.com/answers/geography/what-are-the-key-facts-of-yemen/); Yemen - Q-files - Search • Read • Discover (https://www.q-files.com/geography/asia/yemen)","TRUE. Yemen's area is approximately 203,850 square kilometers, not square miles. In square miles, it is about 78,000. Therefore, the claim that Yemen does not have an area of 203,850 square miles is true.","FALSE. Yemen’s total area is about 527,968 km², which converts to roughly 203,850 square miles—so the figure is accurate (within normal rounding)."
24204,Pink is an actress.,True,True,False,True,"Pink_-LRB-singer-RRB-#0: Alecia Beth Moore -LRB- born September 8 , 1979 -RRB- , known professionally as Pink -LRB- frequently stylized as -RRB- , is an American singer , songwriter , dancer , and actress .","Pink, born Alecia Beth Moore, is primarily known as a singer and songwriter but has also acted, including voice acting in Happy Feet Two and appearances in films like Charlie's Angels Full Throttle and Get Him to the Greek. Sources: Pink (singer) (https://en.wikipedia.org/wiki/Pink_(singer)); P!nk: Everything you need to know about the singer (https://hellorayo.co.uk/hits-radio/entertainment/music/pink-the-singer)","FALSE. Pink, whose real name is Alecia Beth Moore, is primarily known as a singer and songwriter. While she may have made appearances in films or television, she is not primarily recognized as an actress.","TRUE. If referring to the singer P!nk (Alecia Moore), she has acted in films, including Catacombs (2007) and Thanks for Sharing (2012), and voiced Gloria in Happy Feet Two (2011), though she is primarily known as a singer."
24479,Charles de Gaulle was a leader in the French Resistance.,True,True,False,True,"Charles_de_Gaulle#12: Despite frosty relations with Britain and especially the United States , he emerged as the undisputed leader of the French resistance .","Charles de Gaulle led the Free French Forces and was the recognized leader of the French Resistance, unifying many resistance groups and supporting their efforts from London during WWII. Sources: French Resistance - Wikipedia (https://en.wikipedia.org/wiki/French_Resistance); Free France (https://en.wikipedia.org/wiki/Free_France); Free French | WWII Resistance, De Gaulle & Liberation (https://www.britannica.com/topic/Free-French)","FALSE. Charles de Gaulle was not a leader in the French Resistance. He was the leader of the Free French Forces, which operated from outside of France, primarily in London. The French Resistance consisted of various groups within occupied France that opposed German occupation and the Vichy regime. While de Gaulle supported and coordinated with the Resistance, he was not directly leading it from within France.","TRUE. Explanation: After his 18 June 1940 appeal from London, Charles de Gaulle founded and led Free France and became the political leader of the French Resistance, coordinating and unifying internal resistance movements (notably via Jean Moulin and the CNR). He was not an underground operative inside France, but he was the recognized leader of the Resistance effort."
